"creditcd","eqpdays","Customer_ID"
"Y",216,1069250
"N",449,1028021
"Y",283,1093590
"Y",1224,1098315
"Y",226,1088981
"Y",363,1053303
"Y",204,1096716
"Y",70,1055372
"Y",468,1053621
"Y",664,1026103
"Y",1124,1006088
"Y",975,1012361
"N",270,1027384
"Y",335,1010881
"N",230,1074849
"Y",80,1060500
"Y",121,1061456
"N",350,1087458
"Y",292,1020039
"Y",237,1095794
"Y",518,1054243
"Y",411,1068946
"Y",382,1078777
"Y",349,1072625
"N",333,1034944
"Y",283,1076972
"N",256,1094972
"N",378,1051605
"Y",319,1005967
"",240,1002759
"Y",573,1007846
"Y",202,1082659
"Y",380,1079583
"",635,1042090
"Y",1047,1006808
"Y",366,1062828
"N",357,1086067
"N",105,1015244
"Y",962,1005844
"Y",304,1084653
"Y",433,1052461
"Y",755,1014651
"Y",948,1011119
"Y",839,1019632
"Y",701,1026942
"N",774,1017132
"Y",643,1002308
"N",324,1059152
"N",121,1043943
"Y",863,1018491
"Y",373,1052269
"Y",197,1091968
"Y",752,1028053
"Y",311,1082178
"Y",56,1020141
"N",50,1066887
"Y",269,1033344
"Y",784,1024885
"Y",371,1046459
"N",572,1030136
"Y",274,1067689
"Y",565,1032164
"Y",367,1062288
"Y",438,1044539
"N",322,1009156
"N",277,1093900
"N",47,1047872
"Y",239,1073566
"Y",207,1017442
"",29,1038888
"N",886,1009412
"Y",357,1064425
"Y",10,1097510
"Y",305,1091902
"Y",364,1053193
"N",149,1036095
"Y",174,1098591
"Y",482,1019659
"Y",560,1050071
"Y",593,1040108
"Y",102,1078959
"Y",13,1056306
"Y",506,1049200
"Y",224,1014497
"N",196,1052847
"N",522,1013218
"Y",401,1074400
"",247,1091579
"Y",227,1013010
"N",337,1056810
"Y",571,1042443
"Y",148,1047930
"Y",459,1054836
"Y",322,1090128
"N",78,1089276
"Y",303,1084837
"Y",194,1066048
"Y",360,1053683
"Y",216,1093939
"",336,1075286
"Y",867,1018167
"Y",378,1060831
"Y",373,1068924
"Y",890,1016509
"N",210,1096535
"Y",397,1075281
"N",754,1023973
"N",354,1086549
"N",393,1049852
"N",237,1022026
"Y",423,1014868
"Y",424,1046855
"Y",286,1066070
"Y",588,1036242
"Y",586,1040838
"Y",640,1028689
"Y",316,1061145
"Y",665,1021173
"Y",520,1047661
"Y",563,1097843
"N",48,1099269
"Y",853,1015181
"Y",803,1015343
"Y",182,1025218
"N",132,1060273
"Y",351,1065500
"N",206,1096590
"N",904,1012840
"Y",443,1067644
"Y",91,1095910
"N",21,1050386
"Y",283,1026098
"N",48,1062168
"Y",1103,1002990
"Y",209,1079958
"N",125,1037363
"Y",284,1031261
"",200,1086295
"Y",940,1098864
"Y",215,1035072
"N",379,1006698
"N",314,1090983
"Y",445,1044182
"Y",860,1014793
"Y",756,1018542
"Y",425,1053373
"Y",375,1081244
"Y",574,1000138
"Y",161,1019150
"N",319,1090446
"Y",289,1065423
"",733,1020719
"Y",314,1080880
"Y",864,1018438
"Y",199,1096922
"Y",491,1029747
"Y",734,1024032
"Y",460,1065157
"N",117,1092367
"Y",190,1033071
"Y",835,1011294
"Y",560,1038938
"Y",102,1071339
"Y",335,1075092
"Y",259,1092326
"Y",644,1041122
"Y",461,1042663
"Y",812,1017721
"Y",414,1026271
"N",90,1064871
"Y",859,1012805
"Y",345,1066451
"N",265,1082204
"Y",462,1042509
"Y",314,1081238
"Y",295,1064278
"Y",528,1042082
"Y",374,1028795
"Y",501,1057526
"Y",1330,1097970
"Y",414,1062412
"Y",391,1058147
"N",13,1067424
"N",285,1066192
"N",401,1056570
"Y",359,1041034
"Y",496,1050406
"N",441,1057371
"Y",5,1069878
"Y",657,1034357
"Y",212,1015130
"Y",144,1044129
"Y",465,1064191
"Y",500,1049958
"Y",457,1055173
"Y",434,1099001
"Y",695,1036244
"Y",40,1049660
"Y",849,1015391
"Y",469,1063511
"Y",103,1003791
"Y",1036,1007753
"Y",574,1029653
"Y",174,1043035
"N",295,1084902
"Y",502,1037953
"N",164,1048717
"Y",435,1058642
"N",291,1093093
"Y",464,1064481
"Y",185,1086645
"Y",542,1018591
"Y",211,1090554
"Y",311,1078432
"Y",344,1055849
"Y",294,1011043
"N",102,1081670
"Y",226,1088971
"Y",52,1059850
"Y",340,1029155
"N",102,1023986
"N",311,1077104
"Y",922,1012049
"N",338,1087765
"N",196,1070486
"N",518,1001154
"N",284,1035999
"Y",1001,1011393
"Y",413,1062716
"N",30,1044731
"N",474,1041266
"Y",376,1051830
"Y",273,1094121
"Y",76,1013869
"Y",321,1078489
"Y",495,1058685
"Y",87,1041451
"Y",97,1047754
"N",370,1012739
"",57,1097197
"Y",559,1033404
"Y",165,1009838
"Y",162,1059610
"Y",477,1020547
"Y",213,1065077
"N",137,1046754
"Y",334,1088785
"N",384,1067430
"N",488,1039816
"Y",112,1008118
"N",227,1074179
"Y",625,1043227
"Y",100,1069147
"N",438,1068339
"Y",233,1047027
"Y",397,1065468
"Y",341,1088210
"N",277,1088462
"Y",319,1090402
"Y",794,1097840
"N",56,1056582
"Y",341,1056252
"N",394,1065955
"Y",108,1005385
"Y",198,1084141
"N",555,1039345
"Y",675,1020430
"N",246,1071898
"N",157,1004333
"Y",168,1048427
"N",78,1069927
"Y",127,1005858
"Y",466,1048532
"Y",480,1039837
"Y",280,1093753
"Y",757,1008128
"N",323,1069466
"Y",397,1049295
"Y",1082,1005490
"Y",537,1035365
"Y",107,1020884
"Y",274,1009237
"N",356,1086257
"Y",409,1099275
"Y",1105,1007133
"Y",344,1009802
"Y",939,1006886
"Y",139,1026729
"N",225,1093428
"N",510,1043921
"Y",416,1015618
"Y",142,1093597
"Y",621,1037602
"Y",210,1090657
"N",714,1025663
"Y",720,1021728
"Y",443,1051210
"Y",389,1050298
"Y",32,1038652
"N",88,1085214
"Y",537,1052739
"N",317,1066183
"Y",518,1040618
"Y",265,1089510
"Y",143,1027890
"N",239,1000901
"Y",210,1079640
"Y",44,1069917
"N",40,1010306
"Y",312,1071255
"N",399,1098781
"Y",318,1070230
"N",214,1096393
"Y",625,1032911
"N",829,1016481
"Y",326,1089628
"Y",164,1009184
"Y",592,1099216
"Y",369,1052688
"N",276,1047171
"N",84,1083838
"Y",266,1094484
"Y",122,1055593
"Y",285,1026347
"Y",290,1093155
"Y",996,1098908
"Y",270,1015538
"Y",952,1005745
"Y",543,1025006
"Y",251,1085913
"N",4,1070452
"N",559,1035367
"Y",330,1068563
"N",526,1054068
"Y",652,1000421
"N",626,1023996
"Y",552,1050960
"Y",25,1000296
"Y",470,1041691
"Y",308,1071887
"N",380,1067878
"N",228,1075394
"Y",518,1037151
"N",449,1066818
"Y",220,1031057
"",211,1063502
"N",619,1024558
"Y",35,1066032
"N",184,1005163
"N",271,1073176
"N",297,1028155
"Y",608,1044911
"N",235,1021805
"Y",264,1039240
"Y",1061,1098466
"Y",14,1073377
"",157,1076160
"Y",19,1096082
"Y",367,1062657
"Y",307,1083756
"Y",141,1043485
"Y",553,1039568
"Y",442,1067779
"Y",950,1009163
"N",688,1003741
"Y",309,1062004
"Y",202,1091523
"N",153,1070700
"Y",307,1062310
"",219,1089608
"Y",185,1092934
"Y",361,1070758
"Y",409,1055420
"N",364,1084869
"Y",159,1050683
"N",371,1061931
"Y",427,1046124
"N",313,1091031
"Y",801,1018690
"Y",515,1043510
"Y",360,1027132
"Y",57,1070108
"Y",492,1059517
"Y",470,1063353
"Y",600,1026258
"Y",366,1016636
"Y",328,1077088
"Y",197,1084358
"Y",811,1022778
"N",273,1067758
"Y",1409,1001036
"Y",268,1094416
"Y",595,1035709
"Y",427,1069919
"Y",313,1071044
"N",469,1041782
"Y",181,1087500
"N",256,1099250
"Y",84,1005245
"Y",372,1069120
"Y",128,1052310
"Y",474,1053016
"N",210,1079637
"N",104,1054806
"N",62,1084523
"Y",174,1099045
"Y",377,1068292
"N",221,1024517
"N",216,1059504
"Y",541,1052321
"Y",365,1063004
"N",279,1010489
"Y",767,1021642
"Y",828,1016553
"N",711,1033146
"Y",608,1044899
"N",12,1083382
"Y",173,1035539
"Y",34,1042724
"N",315,1070717
"Y",462,1005707
"Y",248,1044267
"N",320,1090363
"Y",404,1056135
"Y",244,1036167
"Y",25,1021631
"N",381,1028287
"N",807,1018081
"Y",310,1082469
"N",391,1031857
"Y",416,1054367
"Y",236,1046578
"",94,1001142
"N",208,1094310
"Y",160,1001858
"Y",305,1004817
"Y",719,1016589
"Y",356,1064527
"N",722,1014774
"Y",477,1062112
"N",17,1070675
"N",254,1033226
"Y",112,1095859
"Y",773,1025867
"Y",378,1068254
"Y",386,1015174
"Y",456,1049654
"Y",451,1055923
"Y",773,1020343
"Y",340,1074505
"N",321,1059844
"Y",760,1014315
"Y",235,1095847
"Y",587,1036379
"",76,1048703
"N",143,1043778
"Y",25,1031756
"Y",632,1042455
"Y",591,1040354
"Y",284,1011428
"N",291,1075262
"Y",994,1004959
"Y",327,1077451
"Y",749,1019279
"Y",1326,1001158
"Y",598,1023516
"Y",836,1011262
"Y",775,1020986
"Y",281,1018478
"Y",163,1050219
"Y",333,1088941
"N",618,1033127
"N",312,1082057
"N",148,1042976
"N",8,1068399
"N",492,1039386
"Y",66,1082493
"Y",34,1072254
"Y",254,1025464
"N",113,1071261
"N",366,1053015
"Y",385,1065258
"N",327,1077438
"Y",352,1058504
"Y",326,1089661
"Y",279,1027163
"Y",357,1003337
"Y",391,1031137
"Y",523,1036576
"Y",201,1054116
"N",590,1036084
"Y",299,1063678
"Y",659,1021621
"Y",270,1094260
"Y",227,1027026
"Y",299,1010453
"N",187,1086191
"Y",207,1096621
"Y",448,1008349
"Y",572,1029764
"N",724,1004903
"Y",883,1011319
"Y",1346,1001046
"Y",287,1076183
"Y",636,1029633
"N",325,1077909
"N",627,1042875
"Y",146,1070254
"Y",683,1029341
"Y",198,1091876
"Y",399,1025865
"Y",97,1099357
"N",3,1061440
"Y",451,1050289
"N",565,1049432
"Y",237,1092425
"Y",240,1029717
"Y",241,1022896
"N",1212,1002128
"N",296,1073958
"N",495,1004404
"Y",467,1053796
"N",467,1048362
"Y",191,1085562
"Y",579,1028605
"Y",727,1015418
"Y",677,1031029
"Y",255,1095018
"N",342,1066811
"N",90,1060742
"Y",459,1065263
"Y",593,1040080
"Y",388,1077607
"Y",377,1080253
"N",326,1077739
"Y",82,1066155
"N",18,1054333
"Y",413,1072082
"Y",240,1087700
"Y",180,1056609
"Y",1106,1002961
"Y",417,1038328
"Y",302,1092125
"N",41,1096468
"Y",223,1089270
"Y",52,1074743
"Y",163,1005268
"N",283,1066431
"N",364,1053137
"Y",768,1017566
"Y",470,1053430
"Y",901,1011140
"Y",484,1051897
"Y",11,1048846
"Y",3,1017315
"Y",365,1070137
"Y",1000,1006985
"N",289,1033030
"N",470,1063256
"Y",697,1023356
"N",198,1091839
"Y",330,1076685
"N",360,1053718
"Y",359,1064042
"N",28,1049050
"Y",644,1035423
"Y",112,1083216
"N",97,1059176
"Y",434,1058833
"Y",12,1098618
"Y",676,1031116
"N",134,1021952
"N",835,1013731
"Y",524,1036500
"Y",263,1062296
"Y",629,1018613
"N",636,1008658
"N",567,1049176
"Y",1079,1003306
"Y",1379,1001768
"N",360,1085522
"N",105,1052834
"N",171,1056544
"Y",695,1036329
"N",60,1050964
"Y",215,1078274
"Y",768,1013905
"N",223,1093546
"Y",311,1021166
"Y",245,1091770
"Y",808,1002753
"Y",495,1058877
"Y",189,1080928
"Y",433,1045516
"Y",175,1097312
"Y",576,1029146
"Y",311,1091272
"Y",655,1040042
"Y",14,1013994
"N",212,1040155
"N",369,1042659
"Y",153,1037988
"Y",395,1075837
"N",87,1092278
"Y",489,1060045
"N",193,1025289
"N",87,1016361
"Y",242,1040977
"Y",357,1064506
"Y",208,1060932
"N",324,1059299
"Y",372,1068875
"Y",420,1046868
"Y",343,1066671
"Y",1068,1004707
"Y",317,1079953
"N",190,1085784
"N",373,1061641
"N",132,1016428
"Y",541,1098286
"N",4,1011440
"Y",260,1084092
"Y",312,1081919
"Y",753,1018842
"N",584,1036660
"N",109,1038015
"Y",316,1090746
"N",239,1092275
"N",323,1090035
"Y",875,1017570
"Y",983,1005221
"Y",967,1008730
"N",253,1091000
"N",505,1049322
"Y",954,1010871
"Y",621,1037644
"N",17,1089318
"Y",303,1084832
"Y",425,1070214
"Y",263,1083108
"Y",553,1023757
"Y",820,1098834
"N",122,1019587
"N",19,1072447
"N",365,1050284
"Y",542,1000194
"N",244,1087312
"N",349,1072778
"Y",67,1072751
"Y",625,1032926
"Y",45,1001587
"Y",436,1045010
"N",347,1087734
"N",300,1073326
"Y",1009,1006409
"Y",1583,1000263
"Y",212,1096469
"Y",739,1028994
"Y",296,1092622
"N",218,1093829
"Y",303,1072687
"N",529,1042024
"Y",199,1049611
"Y",392,1076549
"N",465,1007488
"Y",434,1068974
"Y",632,1042440
"Y",510,1048744
"Y",203,1098426
"N",616,1098576
"Y",635,1002511
"Y",481,1061475
"Y",367,1084082
"N",248,1086486
"Y",733,1032577
"Y",1352,1001612
"N",327,1077352
"Y",282,1088028
"Y",241,1092105
"Y",435,1052175
"Y",352,1072171
"N",186,1035807
"N",207,1094432
"Y",1097,1007740
"Y",389,1032356
"Y",398,1020306
"N",509,1056433
"Y",404,1048523
"Y",465,1030637
"Y",406,1055877
"Y",159,1031199
"Y",197,1049103
"Y",152,1021637
"N",980,1009987
"Y",480,1013366
"Y",148,1027713
"Y",149,1057641
"Y",7,1023988
"",215,1093986
"Y",943,1013658
"N",229,1075148
"Y",620,1024500
"Y",607,1012376
"",557,1004586
"Y",1061,1009143
"N",703,1026678
"Y",306,1084334
"Y",700,1026971
"Y",361,1085402
"N",86,1075656
"N",370,1062100
"N",39,1003100
"Y",691,1027976
"Y",279,1088290
"Y",297,1073776
"Y",471,1041540
"N",137,1068234
"Y",1020,1006003
"",191,1097234
"Y",26,1075008
"Y",721,1015266
"N",325,1089845
"",76,1092290
"N",303,1092069
"Y",194,1092166
"Y",282,1066617
"Y",654,1040060
"Y",407,1028579
"Y",310,1061798
"N",183,1083407
"Y",226,1076004
"Y",783,1016464
"N",262,1021772
"N",440,1013922
"Y",33,1057514
"Y",836,1011267
"Y",159,1055846
"Y",652,1022151
"N",245,1087201
"N",199,1083659
"N",231,1009411
"Y",386,1077871
"Y",828,1014883
"N",393,1066104
"N",724,1024827
"Y",294,1074556
"N",56,1092311
"N",478,1052574
"Y",328,1089475
"N",1150,1003146
"Y",185,1063788
"Y",291,1087163
"N",320,1079236
"Y",210,1096547
"Y",836,1011261
"N",265,1089698
"Y",481,1052170
"N",885,1013548
"Y",215,1078398
"N",-3,1095588
"Y",403,1048640
"N",264,1082539
"Y",54,1036165
"Y",416,1047305
"Y",226,1007591
"Y",379,1067999
"Y",393,1006629
"Y",184,1086886
"Y",175,1037805
"Y",743,1023338
"Y",868,1018085
"Y",358,1071236
"N",468,1041893
"Y",177,1032016
"Y",447,1006731
"Y",73,1055736
"Y",134,1051634
"Y",510,1056254
"Y",288,1065736
"N",195,1094946
"Y",655,1034603
"Y",39,1060017
"Y",131,1096966
"Y",391,1002224
"N",343,1051769
"Y",313,1081317
"N",214,1094036
"N",50,1049173
"Y",94,1079280
"N",67,1005377
"Y",793,1019636
"N",393,1099031
"N",448,1056321
"N",307,1036122
"Y",971,1005562
"Y",218,1024342
"Y",356,1054115
"Y",585,1027752
"Y",510,1004508
"Y",334,1075847
"Y",216,1042406
"N",330,1020303
"N",451,1055908
"N",340,1088315
"Y",334,1059858
"Y",280,1066778
"N",696,1003783
"Y",431,1032809
"Y",642,1022860
"Y",427,1033860
"Y",411,1063021
"Y",397,1002131
"N",147,1096069
"Y",630,1042650
"N",421,1042525
"Y",338,1067374
"Y",362,1007572
"N",544,1021906
"Y",973,1005508
"Y",170,1053027
"Y",65,1056304
"Y",658,1034309
"Y",115,1028683
"Y",563,1049625
"Y",143,1004826
"Y",165,1029737
"Y",129,1071916
"",259,1084373
"Y",16,1058870
"N",735,1015685
"N",666,1021088
"N",850,1019990
"N",697,1036096
"Y",731,1011063
"Y",820,1002133
"Y",253,1085606
"Y",440,1012015
"Y",216,1077238
"N",211,1094201
"N",485,1046580
"N",250,1071240
"Y",326,1089646
"N",395,1065905
"Y",190,1073091
"Y",396,1065738
"Y",124,1051238
"Y",317,1060730
"Y",109,1014079
"N",164,1069380
"Y",225,1096122
"Y",225,1086536
"Y",307,1083754
"Y",299,1033379
"Y",234,1088215
"Y",890,1098054
"Y",676,1020351
"N",497,1045269
"Y",291,1075158
"Y",463,1054292
"Y",192,1024850
"Y",567,1038355
"Y",237,1007809
"Y",939,1006912
"Y",310,1058875
"Y",530,1046643
"Y",669,1025571
"Y",358,1064236
"N",287,1093356
"Y",144,1056269
"N",685,1014624
"Y",259,1084434
"Y",371,1082724
"N",734,1015718
"Y",476,1041053
"Y",230,1074967
"Y",150,1017572
"Y",732,1008759
"Y",1011,1008825
"Y",136,1010317
"Y",629,1006673
"Y",278,1018727
"Y",49,1042771
"Y",976,1012309
"N",318,1090526
"Y",746,1019730
"Y",265,1010854
"N",445,1067355
"Y",206,1094473
"N",297,1092546
"N",390,1067568
"Y",167,1068655
"Y",210,1094805
"N",377,1080318
"N",433,1069048
"Y",149,1090166
"N",31,1039094
"N",396,1049411
"Y",1054,1007033
"N",320,1013396
"N",566,1049327
"Y",600,1006242
"Y",82,1056471
"Y",554,1044096
"N",513,1055820
"Y",447,1044034
"Y",41,1036283
"Y",625,1037275
"Y",387,1033913
"Y",231,1074702
"Y",713,1025750
"N",212,1003787
"Y",379,1079748
"N",374,1038754
"Y",861,1010374
"Y",297,1063922
"Y",366,1069966
"Y",267,1068709
"Y",438,1036190
"Y",293,1064880
"Y",314,1080991
"N",102,1053592
"Y",467,1022243
"N",598,1026409
"N",1209,1004166
"Y",204,1096713
"Y",1060,1009223
"Y",326,1077752
"Y",355,1025932
"Y",659,1002021
"Y",274,1094088
"N",639,1028987
"Y",67,1023057
"Y",121,1000725
"N",66,1028817
"Y",364,1084790
"N",538,1041052
"N",509,1056425
"N",195,1068881
"Y",327,1077530
"Y",639,1028977
"Y",733,1032666
"N",190,1085669
"N",338,1088503
"Y",221,1093661
"Y",1118,1002851
"Y",293,1092888
"Y",870,1014224
"Y",293,1086635
"N",324,1089893
"N",218,1089825
"N",288,1020047
"Y",536,1046050
"Y",63,1032269
"Y",351,1065519
"N",376,1080571
"Y",212,1090460
"Y",381,1060397
"N",518,1037117
"N",925,1010301
"Y",99,1003448
"Y",47,1087553
"Y",951,1013347
"Y",573,1037796
"N",269,1024258
"N",262,1082736
"Y",364,1030709
"N",340,1057109
"N",354,1086668
"N",223,1076541
"Y",648,1022396
"Y",16,1016898
"Y",404,1012971
"N",5,1038993
"N",217,1018678
"Y",467,1001521
"Y",137,1008612
"Y",390,1076984
"Y",430,1069515
"N",309,1083165
"Y",356,1064644
"N",443,1021355
"N",210,1096543
"N",238,1029267
"Y",949,1013445
"Y",865,1012463
"Y",205,1096691
"Y",475,1052877
"Y",374,1000721
"Y",268,1081036
"Y",289,1065437
"Y",436,1052065
"Y",384,1059724
"N",348,1055255
"Y",37,1062537
"N",72,1024141
"Y",295,1092726
"Y",225,1082448
"N",320,1079072
"Y",1023,1004411
"Y",396,1062956
"N",103,1026893
"Y",679,1030522
"Y",499,1057956
"N",415,1047417
"N",328,1077108
"Y",649,1022325
"N",42,1088827
"N",991,1007669
"Y",248,1036041
"N",209,1090702
"Y",436,1068723
"N",208,1076577
"Y",771,1011513
"Y",1076,1003413
"N",411,1011157
"Y",353,1065148
"Y",374,1068820
"N",357,1086077
"Y",746,1028981
"Y",736,1020488
"Y",160,1038096
"N",363,1053276
"N",171,1069505
"Y",197,1084400
"N",229,1041654
"Y",729,1016007
"N",328,1068816
"Y",442,1047940
"Y",683,1024382
"N",421,1013542
"Y",463,1064630
"Y",816,1005501
"Y",772,1017287
"Y",407,1011505
"Y",145,1052068
"Y",1323,1098006
"Y",244,1091914
"N",419,1071203
"N",223,1005840
"Y",389,1050266
"Y",868,1018068
"Y",842,1013441
"Y",656,1028591
"Y",321,1069835
"N",592,1027015
"N",272,1088926
"N",1351,1001950
"N",739,1030812
"Y",800,1023617
"N",338,1056677
"Y",616,1036674
"Y",154,1084964
"N",330,1058035
"Y",878,1011980
"N",553,1044236
"Y",311,1082231
"Y",229,1093192
"Y",281,1077502
"Y",365,1000550
"Y",220,1089525
"Y",498,1058268
"N",73,1086881
"N",35,1005979
"Y",41,1011064
"Y",258,1090482
"Y",732,1015841
"N",691,1011991
"N",447,1056458
"Y",158,1097530
"Y",192,1039152
"N",572,1030260
"Y",343,1055920
"Y",376,1080810
"Y",503,1044679
"Y",523,1017375
"Y",174,1087579
"Y",368,1083782
"N",359,1053863
"Y",409,1072870
"Y",579,1006615
"Y",353,1010446
"Y",494,1050668
"Y",207,1040765
"N",385,1059390
"Y",872,1097713
"Y",210,1076861
"Y",1196,1001295
"Y",250,1071277
"Y",75,1071529
"N",26,1050412
"N",203,1094587
"Y",621,1009610
"Y",386,1077985
"Y",810,1017859
"Y",236,1073701
"N",990,1007775
"N",266,1080440
"N",587,1040726
"Y",10,1008335
"N",138,1041120
"Y",455,1066042
"Y",66,1031962
"Y",385,1059458
"Y",121,1046940
"Y",816,1022504
"Y",56,1020059
"N",633,1030536
"Y",273,1039650
"Y",638,1035907
"N",248,1095367
"Y",234,1074109
"N",235,1057019
"Y",267,1081742
"Y",319,1079571
"Y",332,1089022
"N",206,1096645
"Y",164,1051989
"N",291,1075131
"Y",507,1049122
"Y",607,1034788
"Y",337,1067536
"N",340,1067053
"N",504,1038451
"Y",195,1084784
"Y",309,1030129
"Y",102,1001690
"N",194,1085027
"N",522,1054456
"Y",39,1021014
"Y",726,1010863
"",956,1013158
"Y",203,1082225
"Y",389,1050328
"Y",359,1063934
"Y",336,1027559
"Y",369,1062309
"Y",693,1018596
"Y",701,1026910
"Y",304,1062843
"N",493,1045674
"Y",871,1012223
"Y",276,1003290
"N",192,1095122
"N",471,1041541
"N",99,1030103
"Y",263,1069271
"Y",1117,1003931
"Y",376,1051843
"Y",417,1004483
"N",76,1072107
"N",348,1055295
"Y",326,1069109
"Y",590,1027212
"Y",864,1018448
"N",286,1099333
"Y",385,1010099
"Y",83,1078144
"N",220,1021183
"Y",390,1077030
"Y",550,1051219
"N",183,1097555
"N",724,1004179
"N",306,1084020
"N",597,1026555
"",314,1091006
"N",239,1022383
"Y",689,1019106
"Y",838,1015936
"N",273,1050753
"N",262,1039625
"Y",721,1029712
"Y",567,1003507
"Y",160,1008281
"N",67,1069526
"Y",371,1052421
"N",208,1080448
"Y",303,1063036
"Y",339,1074604
"N",578,1037404
"N",410,1063077
"Y",322,1059658
"Y",296,1002113
"N",355,1086366
"N",303,1084717
"Y",562,1026283
"Y",242,1038615
"Y",624,1033110
"N",276,1050503
"Y",593,1040145
"Y",498,1099922
"Y",632,1030728
"Y",320,1069932
"N",156,1070739
"N",231,1024163
"Y",826,1016686
"Y",163,1047190
"Y",699,1018109
"Y",601,1045570
"Y",280,1009152
"N",184,1034288
"Y",922,1098993
"Y",759,1016581
"Y",70,1006072
"N",132,1057102
"Y",167,1065798
"Y",760,1027128
"Y",627,1042872
"N",358,1064229
"Y",209,1018239
"Y",325,1077992
"N",101,1078064
"Y",64,1060585
"Y",199,1083870
"N",392,1066328
"Y",800,1098265
"N",201,1094723
"Y",378,1068188
"Y",109,1006385
"Y",388,1058832
"Y",759,1022182
"N",41,1071959
"N",754,1022588
"Y",674,1025144
"Y",227,1034310
"Y",512,1037737
"Y",116,1039093
"N",662,1026237
"Y",183,1093154
"Y",638,1029052
"N",642,1028467
"Y",81,1003978
"Y",626,1032670
"Y",295,1074309
"Y",101,1025431
"Y",832,1016320
"N",393,1049865
"N",476,1062346
"N",324,1059319
"N",390,1050225
"Y",315,1080640
"Y",800,1015496
"N",524,1036155
"Y",582,1022027
"Y",446,1044119
"Y",187,1097383
"Y",424,1060868
"Y",294,1064609
"Y",26,1060064
"Y",683,1037548
"Y",391,1018552
"N",361,1063544
"Y",314,1061110
"Y",1031,1010348
"Y",292,1074933
"Y",1051,1009625
"Y",1000,1006968
"Y",151,1010921
"Y",536,1041221
"Y",383,1059929
"N",429,1065186
"Y",280,1079820
"N",271,1039550
"N",423,1023945
"Y",16,1052604
"",530,1010669
"Y",370,1062091
"Y",357,1054050
"Y",39,1029790
"N",352,1087179
"Y",211,1010140
"Y",80,1062881
"Y",357,1047701
"Y",664,1033683
"Y",111,1098906
"N",151,1072971
"Y",285,1043538
"Y",573,1029949
"Y",455,1065964
"N",508,1044098
"N",86,1010187
"Y",504,1050206
"N",307,1091740
"Y",142,1033782
"Y",332,1001166
"Y",407,1070772
"Y",499,1057923
"N",750,1014902
"Y",494,1045562
"Y",322,1078521
"Y",700,1035837
"Y",886,1016795
"N",627,1032152
"Y",517,1037325
"Y",248,1045481
"Y",231,1092943
"Y",248,1014035
"Y",177,1013806
"N",198,1091889
"N",242,1092075
"N",324,1089915
"N",259,1075748
"Y",364,1035309
"N",436,1031627
"Y",248,1071550
"N",382,1000701
"Y",455,1043310
"Y",126,1053496
"N",47,1045721
"N",216,1069351
"N",213,1078901
"Y",-4,1049653
"Y",309,1052737
"N",504,1044584
"Y",195,1078537
"Y",208,1080239
"Y",335,1075513
"Y",608,1025484
"N",350,1072555
"N",385,1004858
"Y",302,1035227
"N",133,1056413
"Y",105,1031905
"Y",313,1081655
"Y",173,1024484
"Y",646,1035294
"",478,1026696
"Y",125,1012705
"Y",307,1083859
"N",364,1053143
"N",716,1016811
"Y",326,1038073
"Y",356,1054148
"N",797,1012785
"Y",330,1089281
"Y",46,1033084
"Y",146,1089954
"Y",260,1084275
"N",260,1048483
"N",338,1067393
"Y",430,1059668
"Y",81,1069426
"Y",308,1083305
"Y",42,1024302
"Y",223,1083110
"N",324,1078076
"",399,1056812
"N",429,1045836
"Y",721,1034110
"Y",692,1028717
"Y",665,1033594
"N",208,1094301
"Y",260,1094755
"N",21,1085689
"Y",86,1053940
"Y",387,1050519
"Y",17,1076137
"Y",29,1046853
"Y",38,1012386
"N",406,1063735
"Y",610,1038625
"N",890,1011484
"Y",85,1038060
"Y",1102,1007374
"Y",335,1067025
"Y",1647,1097736
"Y",440,1098714
"Y",358,1064177
"Y",39,1095809
"Y",469,1048211
"Y",170,1022401
"N",464,1048735
"Y",255,1090537
"N",351,1065655
"Y",340,1074427
"Y",670,1020795
"N",249,1071351
"Y",923,1014701
"N",595,1022077
"N",479,1061858
"Y",223,1060725
"Y",136,1091019
"Y",592,1040256
"Y",759,1014376
"Y",262,1083399
"Y",579,1028512
"N",622,1043448
"Y",784,1020367
"Y",579,1010034
"N",75,1056737
"Y",311,1082104
"Y",381,1079191
"Y",665,1021011
"Y",52,1019428
"Y",271,1079949
"Y",89,1061508
"Y",545,1051894
"Y",352,1087161
"N",559,1033400
"Y",315,1090804
"N",764,1026712
"Y",778,1016839
"Y",649,1040645
"Y",257,1011420
"Y",84,1085367
"Y",135,1070780
"N",130,1057270
"N",310,1071549
"Y",576,1029061
"Y",663,1026203
"Y",333,1016896
"",295,1086148
"Y",739,1030781
"Y",578,1041675
"N",285,1076540
"Y",199,1008810
"N",159,1035162
"Y",359,1063976
"N",826,1021765
"N",175,1041723
"Y",574,1029647
"N",326,1089668
"Y",370,1082918
"Y",373,1081896
"N",490,1045761
"Y",712,1025848
"N",449,1056235
"Y",363,1070444
"Y",593,1026932
"Y",13,1081751
"Y",460,1043846
"Y",37,1018465
"Y",27,1066179
"Y",263,1083138
"N",190,1047527
"Y",204,1023885
"Y",349,1087565
"Y",215,1078339
"N",672,1020662
"Y",410,1055288
"N",1239,1003676
"N",332,1076313
